feature,count0@False,count1@False,count0@True,count1@True
itself,7015,109,2272,26
unique,7015,109,2269,29
annotation,7015,109,2272,26
project,7015,109,2289,9
technology,7015,109,2292,6
interpretation,7016,108,2267,31
log,7016,108,2191,107
near,7016,108,2244,54
experimentally,7016,108,2260,38
typical,7016,108,2272,26
whole,7016,108,2264,34
reason,7016,108,2274,24
execution,7016,108,2284,14
difference,7016,108,2275,23
character,7016,108,2243,55
style,7017,107,2272,26
paradigm,7017,107,2279,19
mathematical,7017,107,2277,21
clusters,7017,107,2268,30
relatively,7017,107,2262,36
involving,7017,107,2264,34
seen,7018,106,2251,47
rates,7018,106,2240,58
mixture,7018,106,2261,37
employ,7018,106,2264,34
almost,7018,106,2243,55
becomes,7018,106,2271,27
kind,7019,105,2283,15
proof,7019,105,2276,22
twitter,7019,105,2281,17
acoustic,7019,105,2295,3
expensive,7019,105,2253,45
stage,7019,105,2277,21
forms,7019,105,2261,37
generalize,7019,105,2237,61
computed,7019,105,2260,38
five,7019,105,2284,14
medical,7020,104,2284,14
active,7020,104,2245,53
observation,7020,104,2244,54
created,7020,104,2280,18
likely,7020,104,2273,25
capabilities,7020,104,2283,15
latter,7020,104,2274,24
increases,7020,104,2276,22
family,7021,103,2231,67
examine,7021,103,2283,15
causal,7021,103,2278,20
flexible,7021,103,2250,48
transfer,7021,103,2243,55
feedback,7021,103,2255,43
depends,7021,103,2257,41
integrated,7022,102,2277,21
autonomous,7022,102,2291,7
ground,7022,102,2268,30
sensor,7022,102,2288,10
consisting,7022,102,2276,22
phase,7022,102,2275,23
taken,7022,102,2292,6
addresses,7022,102,2269,29
offer,7022,102,2263,35
focuses,7022,102,2277,21
reliable,7022,102,2289,9
qualitative,7022,102,2274,24
discover,7022,102,2267,31
early,7022,102,2285,13
naturally,7022,102,2246,52
showed,7022,102,2288,10
magnitude,7022,102,2233,65
maps,7023,101,2271,27
incorporate,7023,101,2252,46
subject,7023,101,2265,33
differences,7023,101,2271,27
smaller,7023,101,2256,42
heterogeneous,7023,101,2283,15
leading,7023,101,2268,30
constrained,7023,101,2254,44
contain,7024,100,2272,26
exponential,7024,100,2237,61
items,7024,100,2258,40
services,7024,100,2293,5
dimension,7024,100,2230,68
expressed,7024,100,2278,20
potentially,7024,100,2272,26
containing,7024,100,2274,24
correlation,7024,100,2255,43
physical,7025,99,2285,13
groups,7025,99,2274,24
connected,7025,99,2267,31
encoding,7025,99,2257,41
manual,7025,99,2281,17
parsing,7025,99,2218,80
investigated,7026,98,2291,7
entropy,7026,98,2265,33
np,7026,98,2263,35
encoder,7026,98,2222,76
gap,7026,98,2246,52
baselines,7026,98,2228,70
attempt,7027,97,2283,15
vocabulary,7027,97,2258,40
tests,7027,97,2282,16
detecting,7027,97,2285,13
dnn,7028,96,2280,18
bounded,7028,96,2247,51
background,7028,96,2284,14
optimize,7028,96,2242,56
integration,7028,96,2284,14
dimensionality,7028,96,2254,44
hypothesis,7028,96,2258,40
already,7028,96,2278,20
around,7028,96,2279,19
regret,7028,96,2180,118
unit,7028,96,2262,36
pair,7028,96,2271,27
possibility,7028,96,2289,9
tuning,7028,96,2262,36
observe,7028,96,2257,41
solvers,7029,95,2276,22
usage,7029,95,2279,19
contexts,7029,95,2258,40
remains,7029,95,2249,49
statistics,7029,95,2249,49
mnist,7029,95,2248,50
databases,7029,95,2291,7
consistency,7029,95,2262,36
just,7029,95,2267,31
reward,7029,95,2236,62
candidate,7030,94,2263,35
algorithmic,7030,94,2263,35
news,7030,94,2270,28
central,7030,94,2264,34
offers,7030,94,2267,31
identified,7030,94,2284,14
costs,7030,94,2272,26
heuristics,7030,94,2274,24
produces,7030,94,2261,37
service,7031,93,2288,10
growing,7031,93,2285,13
sound,7031,93,2282,16
filtering,7031,93,2270,28
operators,7031,93,2269,29
list,7031,93,2283,15
publicly,7031,93,2273,25
explored,7032,92,2282,16
light,7032,92,2276,22
entire,7032,92,2265,33
total,7032,92,2255,43
survey,7032,92,2294,4
generates,7032,92,2253,45
enough,7032,92,2271,27
node,7032,92,2264,34
deterministic,7032,92,2256,42
regarding,7033,91,2288,10
line,7033,91,2280,18
dependency,7033,91,2210,88
enhance,7033,91,2284,14
answers,7033,91,2276,22
modeled,7033,91,2270,28
introducing,7033,91,2270,28
audio,7033,91,2288,10
designing,7033,91,2282,16
plan,7033,91,2292,6
activities,7033,91,2287,11
co,7033,91,2273,25
scalable,7033,91,2231,67
now,7033,91,2290,8
devices,7034,90,2288,10
dimensions,7034,90,2265,33
difficulty,7034,90,2271,27
scalability,7034,90,2259,39
face,7034,90,2276,22
iteration,7034,90,2248,50
share,7034,90,2278,20
adapt,7034,90,2274,24
meaningful,7035,89,2270,28
huge,7035,89,2291,7
depth,7035,89,2255,43
realistic,7035,89,2273,25
flow,7035,89,2280,18
variations,7035,89,2279,19
adding,7035,89,2274,24
amounts,7035,89,2276,22
100,7035,89,2268,30
constructing,7036,88,2275,23
operation,7036,88,2284,14
schemes,7036,88,2262,36
quite,7036,88,2279,19
leverage,7036,88,2250,48
contextual,7036,88,2267,31
iterative,7036,88,2259,39
category,7036,88,2290,8
interactive,7036,88,2284,14
health,7036,88,2286,12
discriminative,7036,88,2235,63
activity,7036,88,2285,13
applicable,7036,88,2260,38
establish,7036,88,2235,63
upper,7037,87,2237,61
external,7037,87,2264,34
represents,7037,87,2275,23
optimized,7037,87,2265,33
labeling,7037,87,2258,40
criteria,7037,87,2279,19
performances,7037,87,2281,17
varying,7037,87,2284,14
condition,7037,87,2265,33
regularization,7037,87,2213,85
running,7037,87,2271,27
internet,7037,87,2294,4
bases,7037,87,2281,17
direction,7038,86,2263,35
theories,7038,86,2289,9
matrices,7038,86,2224,74
principle,7038,86,2270,28
believe,7038,86,2287,11
aspect,7038,86,2287,11
actual,7038,86,2283,15
zero,7038,86,2255,43
capability,7038,86,2285,13
trade,7038,86,2262,36
relational,7038,86,2268,30
truth,7039,85,2275,23
utilize,7039,85,2277,21
simulated,7039,85,2259,39
unlabeled,7039,85,2244,54
exploits,7039,85,2266,32
simulations,7040,84,2276,22
combinatorial,7040,84,2258,40
findings,7040,84,2270,28
nearest,7040,84,2275,23
variation,7040,84,2274,24
expressive,7040,84,2271,27
handling,7040,84,2276,22
orders,7040,84,2250,48
quantitative,7040,84,2275,23
constant,7040,84,2246,52
third,7040,84,2283,15
unified,7040,84,2261,37
compact,7040,84,2273,25
normal,7040,84,2288,10
involved,7041,83,2285,13
numerous,7041,83,2286,12
experience,7041,83,2280,18
desirable,7041,83,2271,27
attempts,7041,83,2278,20
validation,7041,83,2288,10
reference,7041,83,2277,21
relevance,7041,83,2285,13
tweets,7041,83,2281,17
raw,7041,83,2267,31
plays,7041,83,2287,11
diagnosis,7041,83,2295,3
infer,7041,83,2267,31
get,7041,83,2274,24
measured,7041,83,2273,25
dictionary,7041,83,2279,19
assume,7041,83,2263,35
nonlinear,7041,83,2257,41
optimizing,7042,82,2250,48
kinds,7042,82,2284,14
decomposition,7042,82,2253,45
recommendation,7042,82,2270,28
reasonable,7042,82,2278,20
sum,7042,82,2251,47
static,7042,82,2288,10
proved,7042,82,2285,13
technical,7042,82,2282,16
choose,7042,82,2277,21
evolution,7042,82,2286,12
suggests,7042,82,2267,31
accurately,7042,82,2266,32
aware,7042,82,2284,14
missing,7043,81,2265,33
assess,7043,81,2289,9
estimating,7043,81,2248,50
helps,7043,81,2280,18
maximize,7043,81,2269,29
analyzed,7043,81,2288,10
conduct,7043,81,2267,31
incorporating,7043,81,2264,34
interface,7043,81,2288,10
estimates,7043,81,2244,54
yield,7043,81,2261,37
ontologies,7043,81,2291,7
incomplete,7043,81,2282,16
2016,7043,81,2282,16
carried,7044,80,2290,8
solver,7044,80,2282,16
theoretically,7044,80,2252,46
formulate,7044,80,2265,33
distinct,7044,80,2272,26
thereby,7044,80,2276,22
uncertain,7044,80,2289,9
dealing,7044,80,2282,16
decoder,7044,80,2225,73
operator,7044,80,2274,24
gain,7044,80,2268,30
scene,7044,80,2279,19
spoken,7045,79,2289,9
indeed,7045,79,2272,26
annotations,7045,79,2273,25
behaviour,7045,79,2287,11
descriptions,7045,79,2274,24
bayes,7045,79,2278,20
alignment,7045,79,2276,22
directions,7045,79,2280,18
valued,7045,79,2271,27
recall,7045,79,2290,8
verification,7045,79,2293,5
demonstrates,7045,79,2269,29
connections,7045,79,2262,36
dialogue,7045,79,2273,25
robots,7045,79,2287,11
directed,7045,79,2266,32
sparsity,7046,78,2250,48
learner,7046,78,2257,41
extends,7046,78,2273,25
affect,7046,78,2285,13
articles,7046,78,2282,16
engine,7046,78,2287,11
independence,7046,78,2275,23
intrinsic,7046,78,2272,26
filter,7046,78,2287,11
addressed,7046,78,2283,15
universal,7046,78,2261,37
adapted,7046,78,2283,15
minimization,7046,78,2234,64
too,7046,78,2277,21
tracking,7046,78,2278,20
evaluations,7046,78,2268,30
substantial,7046,78,2250,48
inherent,7046,78,2274,24
increased,7047,77,2280,18
right,7047,77,2280,18
requiring,7047,77,2257,41
explain,7047,77,2280,18
history,7047,77,2277,21
scales,7047,77,2247,51
desired,7047,77,2268,30
post,7047,77,2289,9
monitoring,7047,77,2292,6
wikipedia,7047,77,2280,18
systematic,7047,77,2278,20
facilitate,7047,77,2283,15
defining,7047,77,2281,17
cnns,7047,77,2271,27
individuals,7047,77,2285,13
exhibit,7047,77,2270,28
back,7047,77,2268,30
intuitive,7047,77,2283,15
internal,7048,76,2273,25
motion,7048,76,2286,12
preference,7048,76,2285,13
stable,7048,76,2284,14
synthesis,7048,76,2288,10
tend,7048,76,2273,25
modified,7048,76,2278,20
goals,7048,76,2283,15
applicability,7048,76,2264,34
characterize,7048,76,2261,37
conclude,7048,76,2286,12
discussion,7048,76,2286,12
received,7048,76,2276,22
traffic,7048,76,2292,6
contributions,7048,76,2278,20
start,7049,75,2283,15
security,7049,75,2294,4
plans,7049,75,2293,5
extremely,7049,75,2266,32
summarization,7049,75,2264,34
implicit,7049,75,2278,20
behaviors,7049,75,2274,24
today,7049,75,2290,8
link,7049,75,2270,28
density,7049,75,2261,37
minimize,7050,74,2269,29
speaker,7050,74,2292,6
whereas,7050,74,2282,16
depend,7050,74,2261,37
frame,7050,74,2290,8
above,7050,74,2276,22
digital,7050,74,2290,8
embedded,7050,74,2271,27
tagging,7050,74,2265,33
scientific,7050,74,2285,13
sensors,7051,73,2294,4
emerging,7051,73,2294,4
determining,7051,73,2278,20
tractable,7051,73,2247,51
expression,7051,73,2281,17
regions,7051,73,2267,31
approximations,7051,73,2258,40
million,7051,73,2275,23
chinese,7051,73,2247,51
encode,7051,73,2268,30
specified,7051,73,2271,27
trivial,7051,73,2277,21
considerable,7051,73,2286,12
captured,7051,73,2287,11
procedures,7051,73,2270,28
oriented,7051,73,2290,8
efforts,7051,73,2283,15
2015,7051,73,2267,31
avoid,7051,73,2265,33
chosen,7051,73,2264,34
sat,7051,73,2289,9
discusses,7051,73,2295,3
classifying,7052,72,2287,11
followed,7052,72,2276,22
reviews,7052,72,2291,7
em,7052,72,2257,41
published,7052,72,2283,15
criterion,7052,72,2265,33
phrase,7052,72,2252,46
assignment,7052,72,2284,14
hierarchy,7052,72,2280,18
location,7052,72,2286,12
exists,7052,72,2272,26
specification,7052,72,2292,6
greedy,7053,71,2252,46
cover,7053,71,2286,12
extensively,7053,71,2283,15
batch,7053,71,2247,51
bias,7053,71,2254,44
estimated,7053,71,2269,29
clear,7053,71,2282,16
chain,7053,71,2262,36
characterized,7053,71,2283,15
occur,7053,71,2288,10
updates,7053,71,2270,28
utilized,7053,71,2294,4
sharing,7053,71,2267,31
guarantee,7053,71,2258,40
technologies,7053,71,2294,4
naive,7053,71,2285,13
transition,7053,71,2251,47
proven,7053,71,2265,33
opinion,7053,71,2291,7
mixed,7053,71,2283,15
outcomes,7053,71,2282,16
combinations,7054,70,2286,12
broad,7054,70,2257,41
suffer,7054,70,2264,34
precise,7054,70,2276,22
mostly,7054,70,2282,16
largely,7054,70,2283,15
formulated,7054,70,2282,16
platforms,7054,70,2294,4
occurrence,7054,70,2286,12
versions,7054,70,2276,22
variance,7054,70,2240,58
cause,7054,70,2283,15
capacity,7054,70,2262,36
margin,7054,70,2248,50
depending,7055,69,2278,20
connection,7055,69,2262,36
multimodal,7055,69,2280,18
utilizing,7055,69,2280,18
transform,7055,69,2280,18
factorization,7055,69,2254,44
perception,7055,69,2285,13
maintaining,7055,69,2275,23
allocation,7055,69,2278,20
six,7055,69,2285,13
reveal,7055,69,2286,12
exploited,7055,69,2286,12
detail,7055,69,2291,7
satisfaction,7055,69,2292,6
volume,7055,69,2291,7
predicted,7056,68,2271,27
fusion,7056,68,2297,1
go,7056,68,2287,11
worst,7056,68,2252,46
situation,7056,68,2289,9
match,7056,68,2264,34
person,7056,68,2289,9
numbers,7056,68,2271,27
supports,7056,68,2282,16
similarities,7056,68,2277,21
controlled,7056,68,2279,19
adopted,7056,68,2286,12
music,7056,68,2288,10
abstraction,7056,68,2283,15
integrating,7056,68,2280,18
emph,7056,68,2254,44
minimizing,7056,68,2259,39
lot,7056,68,2282,16
creating,7056,68,2287,11
regular,7056,68,2278,20
calculus,7056,68,2294,4
soft,7057,67,2281,17
obtaining,7057,67,2272,26
3d,7057,67,2274,24
boolean,7057,67,2287,11
frameworks,7057,67,2290,8
representative,7057,67,2285,13
place,7057,67,2287,11
position,7057,67,2283,15
turn,7057,67,2289,9
serve,7057,67,2284,14
principles,7057,67,2286,12
separate,7057,67,2270,28
clinical,7057,67,2287,11
spectral,7057,67,2245,53
down,7057,67,2278,20
20,7057,67,2283,15
pairwise,7057,67,2258,40
competition,7057,67,2292,6
population,7057,67,2279,19
composed,7057,67,2275,23
investigation,7057,67,2285,13
feasible,7057,67,2274,24
completely,7058,66,2283,15
consistently,7058,66,2262,36
diversity,7058,66,2276,22
projection,7058,66,2267,31
privacy,7058,66,2275,23
ensure,7058,66,2278,20
implementations,7058,66,2280,18
overview,7058,66,2297,1
analyses,7058,66,2268,30
massive,7058,66,2284,14
fail,7058,66,2269,29
describing,7058,66,2288,10
consuming,7058,66,2289,9
composition,7058,66,2270,28
rnns,7058,66,2268,30
iii,7058,66,2280,18
wise,7058,66,2273,25
propositional,7058,66,2291,7
suited,7058,66,2270,28
collaborative,7058,66,2274,24
try,7058,66,2294,4
stability,7059,65,2284,14
region,7059,65,2278,20
majority,7059,65,2284,14
hardware,7059,65,2286,12
sizes,7059,65,2266,32
integrate,7059,65,2272,26
employs,7059,65,2277,21
follow,7059,65,2283,15
side,7059,65,2268,30
hold,7059,65,2274,24
recognize,7059,65,2289,9
rl,7059,65,2266,32
informative,7059,65,2271,27
intensive,7059,65,2289,9
flexibility,7059,65,2280,18
transformation,7059,65,2275,23
enhanced,7059,65,2286,12
observable,7060,64,2283,15
equal,7060,64,2286,12
insight,7060,64,2272,26
player,7060,64,2290,8
availability,7060,64,2287,11
objectives,7060,64,2271,27
added,7060,64,2289,9
visualization,7060,64,2290,8
substantially,7060,64,2247,51
closely,7060,64,2276,22
greatly,7060,64,2274,24
parametric,7060,64,2249,49
choices,7060,64,2276,22
assessment,7060,64,2294,4
fashion,7061,63,2274,24
involve,7061,63,2277,21
box,7061,63,2271,27
library,7061,63,2292,6
look,7061,63,2284,14
express,7061,63,2290,8
comes,7061,63,2270,28
existence,7061,63,2284,14
notions,7061,63,2288,10
genetic,7061,63,2298,0
storage,7061,63,2286,12
theorem,7061,63,2286,12
interested,7061,63,2281,17
primary,7061,63,2289,9
rapid,7061,63,2287,11
infinite,7061,63,2268,30
why,7061,63,2285,13
messages,7062,62,2284,14
robotics,7062,62,2293,5
know,7062,62,2288,10
stream,7062,62,2294,4
links,7062,62,2285,13
semantically,7062,62,2282,16
simpler,7062,62,2258,40
captures,7062,62,2259,39
computations,7062,62,2271,27
coherent,7062,62,2274,24
date,7062,62,2283,15
gram,7062,62,2261,37
guide,7062,62,2285,13
brain,7062,62,2282,16
preserving,7062,62,2278,20
consequently,7062,62,2283,15
compression,7062,62,2273,25
reach,7062,62,2276,22
item,7063,61,2278,20
configuration,7063,61,2292,6
unfortunately,7063,61,2268,30
dynamically,7063,61,2278,20
kernels,7063,61,2265,33
correctly,7063,61,2289,9
logics,7063,61,2297,1
simply,7063,61,2269,29
determined,7063,61,2275,23
expressions,7063,61,2284,14
arguments,7063,61,2285,13
behind,7063,61,2281,17
verify,7063,61,2275,23
once,7063,61,2271,27
definitions,7063,61,2293,5
functional,7063,61,2279,19
meta,7063,61,2281,17
incremental,7063,61,2279,19
details,7064,60,2287,11
invariant,7064,60,2264,34
multilingual,7064,60,2275,23
evolutionary,7064,60,2296,2
aggregation,7064,60,2286,12
pose,7064,60,2278,20
introduction,7064,60,2290,8
safety,7064,60,2289,9
guaranteed,7064,60,2261,37
firstly,7064,60,2292,6
reports,7064,60,2294,4
nearly,7064,60,2268,30
proper,7064,60,2287,11
uniform,7064,60,2279,19
decoding,7064,60,2257,41
supervision,7064,60,2239,59
quickly,7064,60,2275,23
grained,7064,60,2280,18
enabling,7064,60,2276,22
gained,7064,60,2277,21
limit,7064,60,2281,17
grammar,7064,60,2283,15
valuable,7064,60,2287,11
reconstruction,7064,60,2269,29
characterization,7064,60,2283,15
f1,7064,60,2271,27
checking,7065,59,2290,8
products,7065,59,2287,11
reasons,7065,59,2288,10
paths,7065,59,2280,18
fewer,7065,59,2275,23
changing,7065,59,2288,10
patients,7065,59,2290,8
frequently,7065,59,2281,17
surprisingly,7065,59,2270,28
unstructured,7065,59,2285,13
crafted,7065,59,2282,16
applies,7065,59,2273,25
popularity,7065,59,2278,20
generalizes,7065,59,2271,27
subsets,7066,58,2284,14
act,7066,58,2284,14
regularized,7066,58,2242,56
outcome,7066,58,2283,15
demonstrating,7066,58,2265,33
measuring,7066,58,2290,8
activation,7066,58,2268,30
symbolic,7066,58,2281,17
satisfiability,7066,58,2292,6
confidence,7066,58,2263,35
starting,7066,58,2278,20
candidates,7066,58,2280,18
failure,7066,58,2294,4
complicated,7066,58,2278,20
doing,7066,58,2284,14
streams,7066,58,2293,5
advanced,7066,58,2282,16
beliefs,7066,58,2290,8
net,7066,58,2278,20
ordering,7066,58,2287,11
track,7066,58,2283,15
come,7066,58,2283,15
requirement,7066,58,2281,17
arabic,7066,58,2294,4
investigates,7067,57,2287,11
sophisticated,7067,57,2287,11
themselves,7067,57,2291,7
incorporates,7067,57,2278,20
expectation,7067,57,2260,38
phrases,7067,57,2266,32
integer,7067,57,2282,16
cloud,7067,57,2294,4
stages,7067,57,2290,8
logistic,7067,57,2275,23
accuracies,7067,57,2282,16
randomly,7067,57,2277,21
responses,7067,57,2269,29
ranging,7067,57,2288,10
videos,7067,57,2282,16
geometric,7068,56,2278,20
runs,7068,56,2275,23
induced,7068,56,2277,21
bandit,7068,56,2244,54
formalism,7068,56,2289,9
longer,7068,56,2285,13
norm,7068,56,2231,67
unseen,7068,56,2267,31
weak,7068,56,2271,27
satisfy,7068,56,2276,22
distinguish,7068,56,2285,13
frequent,7068,56,2292,6
smart,7068,56,2297,1
easier,7068,56,2280,18
neighbor,7068,56,2283,15
converges,7068,56,2272,26
lexicon,7068,56,2287,11
measurements,7068,56,2272,26
rapidly,7068,56,2280,18
phenomena,7068,56,2279,19
thousands,7068,56,2277,21
fit,7069,55,2283,15
edge,7069,55,2284,14
normalization,7069,55,2283,15
earlier,7069,55,2289,9
carlo,7069,55,2255,43
